,dim_ad_channel_level1,install_deviceid_cnt,day1_ltv_sum,day2_ltv_sum,day3_ltv_sum,day4_ltv_sum,day5_ltv_sum,day6_ltv_sum,day7_ltv_sum,day30_ltv_sum,day60_ltv_sum,day90_ltv_sum,day180_ltv_sum,day360_ltv_sum,dt,diff_0,month,weekday,is_holiday,is_promo,days_to_next_promo,days_past_last_promo,season,day7_ltv_label,install_deviceid_cnt_zscore,lag_1_install_cnt_zscore,lag_2_install_cnt_zscore,lag_3_install_cnt_zscore,lag_4_install_cnt_zscore,lag_5_install_cnt_zscore,lag_6_install_cnt_zscore,lag_7_install_cnt_zscore,lag_1_install_cnt,lag_2_install_cnt,lag_3_install_cnt,lag_4_install_cnt,lag_5_install_cnt,lag_6_install_cnt,lag_7_install_cnt,avg_day1_ltv,lag_1_avg_day1_ltv,lag_2_avg_day1_ltv,lag_3_avg_day1_ltv,lag_4_avg_day1_ltv,lag_5_avg_day1_ltv,lag_6_avg_day1_ltv,lag_7_avg_day1_ltv,lag_1_contrib_ltv,lag_2_contrib_ltv,lag_3_contrib_ltv,lag_4_contrib_ltv,lag_5_contrib_ltv,lag_6_contrib_ltv,lag_7_contrib_ltv
1194,信息流,19512,538457.73,710352.57,780319.24,823442.98,856112.76,886451.54,925180.58,1421583.039,1671814.099,1885165.909,2284909.609,2822409.009,2022-10-25,0,10,1,0,0,0,0,autumn,925180.58,-0.1095144925727657,-1.2695053567234327,2.319564265178439,-0.27093356675879904,-0.1763085922359519,-0.7318128544347838,-0.2854056216858227,0.5239162192331167,18470.0,21694.0,19367.0,19452.0,18953.0,19354.0,20081.0,27.596234624846247,32.564223659989175,25.8742366092007,32.593113543656735,30.35870193296319,25.862701419300375,26.022768419964862,25.96157711269359,41.13641532214402,35.74301313727298,44.22758919812051,45.613632531359244,42.53449427531262,44.82758809548414,42.88090762412231
1198,信息流,18328,585168.393,739101.011,805800.361,848841.111,877358.031,940357.541,1006959.961,1473685.622,1712892.912,1900990.862,2211604.682,2721939.396,2022-10-26,0,10,2,0,0,0,0,autumn,1006959.961,-1.0985469663212204,0.12475856683121314,-0.9518329581221955,2.3791949463401743,-0.02505503309032645,0.0627667323809209,-0.4527986907973429,-0.0384865972212231,19512.0,18470.0,21694.0,19367.0,19452.0,18953.0,19354.0,31.927564000436494,27.596234624846247,32.564223659989175,25.8742366092007,32.593113543656735,30.35870193296319,25.862701419300375,26.022768419964862,36.405933271832716,45.29600276123443,38.242390384438096,46.68263231269686,47.37389728562616,44.49326122513586,44.82758809548414
1202,信息流,18965,588020.53,769938.16,855884.87,893556.24,965967.47,1033884.8,1095245.85,1522686.441,1773229.801,1933548.101,2288930.101,2813174.949,2022-10-27,0,10,3,0,0,0,0,autumn,1095245.85,-0.38602671979714925,-1.03719923356288,0.1731433979891219,-0.892039897684177,2.403690376068909,0.02491731557777031,0.11180846733614883,-0.3982937059277439,18328.0,19512.0,18470.0,21694.0,19367.0,19452.0,18953.0,31.005564460848934,31.927564000436494,27.596234624846247,32.564223659989175,25.8742366092007,32.593113543656735,30.35870193296319,25.862701419300375,40.32633189655173,39.99176096760968,49.1270374120195,39.73943754033373,48.19981153508545,49.11161114538351,44.49326122513586
1206,信息流,20757,635547.92,772188.145,842928.113,932784.683,982738.027,1037849.207,1060662.347,1488119.481,1719305.43,1929241.955,2272592.694,2826140.164,2022-10-28,0,10,4,0,0,0,0,autumn,1060662.347,1.1148654951039672,-0.5655794357981959,-1.1629250948298242,-0.05263112262660932,-1.0297648380284252,1.9935356403357345,-0.1886046242900098,-0.1088960198666371,18965.0,18328.0,19512.0,18470.0,21694.0,19367.0,19452.0,30.618486293780414,31.005564460848934,31.927564000436494,27.596234624846247,32.564223659989175,25.8742366092007,32.593113543656735,30.35870193296319,40.597846559451625,43.96553693801833,42.20187474374744,52.34018359501895,41.96770480317139,50.58039913254505,49.11161114538351
1210,信息流,21848,643195.66,759388.77,888171.68,958406.12,1013642.74,1074945.68,1118729.19,1595039.64,1898429.88,2147030.96,2551148.145,3126037.861,2022-10-29,0,10,5,0,0,0,0,autumn,1118729.19,1.5208843914918448,0.6830204156702945,-0.6931961239009412,-1.1823980969516539,-0.2731121690206589,-1.073345223838308,1.4026157826224417,-0.3844689760730189,20757.0,18965.0,18328.0,19512.0,18470.0,21694.0,19367.0,29.439567008421825,30.618486293780414,31.005564460848934,31.927564000436494,27.596234624846247,32.564223659989175,25.8742366092007,32.593113543656735,37.20133665751313,45.12970577379383,46.31389737014404,43.87621771217712,54.054604818624796,43.73159020927446,50.58039913254505
1214,信息流,21863,540417.653,736184.683,837415.223,907677.313,967554.473,1014281.653,1067634.753,1559346.573,1861926.941,2081792.541,2454416.894,3050273.994,2022-10-30,0,10,6,0,0,0,0,autumn,1067634.753,1.1715737120985912,1.1611342047508648,0.40183403699290066,-0.8453391074821424,-1.2886701861822552,-0.4646450728683876,-1.1898428499571123,1.0539552626475408,21848.0,20757.0,18965.0,18328.0,19512.0,18470.0,21694.0,24.718366784064404,29.439567008421825,30.618486293780414,31.005564460848934,31.927564000436494,27.596234624846247,32.564223659989175,25.8742366092007,34.75781627608934,40.60934205328323,47.11606854732402,47.869818365342645,45.43109573595736,55.71084629128316,43.73159020927446
1218,信息流,21399,623660.65,846268.93,930245.523,995949.853,1034329.833,1068992.343,1098858.421,1630935.11,1972848.75,2170045.18,2550271.4,3186226.86,2022-10-31,0,10,0,0,0,0,0,autumn,1098858.421,0.8967795353920184,1.2280079568223838,1.2173001414744193,0.4384850384991421,-0.840741968404338,-1.2954671935145594,-0.45026363538190295,-1.1940998748871632,21863.0,21848.0,20757.0,18965.0,18328.0,19512.0,18470.0,29.14438291508949,24.718366784064404,29.439567008421825,30.618486293780414,31.005564460848934,31.927564000436494,27.596234624846247,32.564223659989175,33.672628779216026,40.65231050897108,44.938318784024666,50.93421935143686,51.30715522697512,47.41597888478885,55.71084629128316
1222,信息流,21616,682431.24,859592.58,945638.182,1013980.662,1058956.342,1092720.402,1140619.392,1643128.649,1982859.179,2183435.539,2524440.789,3093277.325,2022-11-01,0,11,1,0,0,10,0,autumn,1140619.392,0.821281970800832,0.6562651303714055,1.0091121993080594,0.9977055052691589,0.16805862550646655,-1.1946610890075067,-1.6790653625261454,-0.7786969797222704,21399.0,21863.0,21848.0,20757.0,18965.0,18328.0,19512.0,31.57065321983716,29.14438291508949,24.718366784064404,29.439567008421825,30.618486293780414,31.005564460848934,31.927564000436494,27.596234624846247,39.547125099303706,38.30285061519462,43.866995606005126,47.344896998602884,54.51541260216188,54.94107163902226,47.41597888478885
1226,信息流,21558,656135.19,846507.9,940711.33,980082.22,1019070.98,1066412.73,1094662.196,1558329.413,1885551.923,2078745.183,2454371.853,3084379.515,2022-11-02,0,11,2,0,0,9,0,autumn,1094662.196,0.5941259802850314,0.6390973432299343,0.4708424163498667,0.8306133199090896,0.8189827950095457,-0.026944049350609907,-1.4164040906827813,-1.9103137147500766,21616.0,21399.0,21863.0,21848.0,20757.0,18965.0,18328.0,30.43580990815474,31.57065321983716,29.14438291508949,24.718366784064404,29.439567008421825,30.618486293780414,31.005564460848934,31.927564000436494,39.76649611398963,43.47144833870742,41.516594840598266,46.39521878432809,49.99996179602062,57.7509016609544,54.94107163902226
1230,信息流,24165,685051.761,869446.451,972595.361,1023313.861,1074741.171,1126232.291,1170872.291,1664660.969,2013708.808,2176020.208,2537860.53,3165455.147,2022-11-03,0,11,3,0,0,8,0,autumn,1170872.291,1.973408334874777,0.027339762736692502,0.070635496217325,-0.09135026525331726,0.25501560259174266,0.24381843013985496,-0.5705892461941114,-1.9082781151129635,21558.0,21616.0,21399.0,21863.0,21848.0,20757.0,18965.0,28.348924518932343,30.43580990815474,31.57065321983716,29.14438291508949,24.718366784064404,29.439567008421825,30.618486293780414,31.005564460848934,39.266532145839136,43.747140173945226,46.54188761157064,44.25533883730503,49.20110216038081,51.09901946331358,57.7509016609544
1234,信息流,24472,706207.372,879997.632,946919.692,1042808.692,1119144.882,1171592.592,1280865.932,1752255.759,2181395.107,2373322.067,2766749.367,3451363.735,2022-11-04,0,11,4,0,0,7,0,autumn,1280865.932,1.7928838735459465,1.549579486683926,-0.5165264955613087,-0.4705601944603407,-0.6425375623725831,-0.274807153564839,-0.2866949900564686,-1.1513369642143325,24165.0,21558.0,21616.0,21399.0,21863.0,21848.0,20757.0,28.857771003595946,28.348924518932343,30.43580990815474,31.57065321983716,29.14438291508949,24.718366784064404,29.439567008421825,30.618486293780414,35.97957587419822,43.63629882178309,46.90880190599556,48.3354284312351,46.39261094085899,51.205107561332845,51.09901946331358
1238,信息流,27073,868154.662,1036307.032,1128852.252,1182262.862,1236936.102,1366396.172,1557849.5,1903087.772,2323892.352,2527168.389,2959501.809,3722055.903,2022-11-05,0,11,5,0,0,6,0,autumn,1557849.5,2.1289750948202166,0.7696712048840685,0.6092304920004092,-0.7532090470474715,-0.7228977723007216,-0.8363037485083894,-0.5938135505343899,-0.6016526733137219,24472.0,24165.0,21558.0,21616.0,21399.0,21863.0,21848.0,32.06717622723747,28.857771003595946,28.348924518932343,30.43580990815474,31.57065321983716,29.14438291508949,24.718366784064404,29.439567008421825,35.95936711343576,40.24810101386303,45.462576305779756,48.98946807920059,49.9552475816627,48.832948497461466,51.205107561332845
1242,信息流,26582,658474.635,858413.495,951979.64,1036651.18,1191303.55,1424106.55,1466611.83,1766725.38,2229168.78,2453153.99,2946883.1,3618830.5,2022-11-06,0,11,6,0,0,5,0,autumn,1466611.83,1.3723540134540906,1.5976384737034914,0.4042273105493326,0.2633671694157967,-0.9327969606660534,-0.9061849470317047,-1.0057505842498717,-0.7928544751750813,27073.0,24472.0,24165.0,21558.0,21616.0,21399.0,21863.0,24.7714481604093,32.06717622723747,28.857771003595946,28.348924518932343,30.43580990815474,31.57065321983716,29.14438291508949,24.718366784064404,38.27824888265061,38.69400506701537,42.346942313262986,47.2711281194916,50.55146197261288,51.350923921678586,48.832948497461466
1246,信息流,24022,646477.19,831879.57,926826.78,1078174.04,1316148.15,1363073.12,1384134.775,1664158.585,2052871.185,2237274.101,2638012.661,3303526.069,2022-11-07,0,11,0,0,0,4,0,autumn,1384134.775,0.07745664609549244,1.3081099525622768,1.5441454109510233,0.29378242262285686,0.14620017063641047,-1.1070471613787876,-1.0791651724041493,-1.183482269085123,26582.0,27073.0,24472.0,24165.0,21558.0,21616.0,21399.0,26.9118803596703,24.7714481604093,32.06717622723747,28.857771003595946,28.348924518932343,30.43580990815474,31.57065321983716,29.14438291508949,32.29303645323903,41.69660739482141,42.6123198757764,44.47511570453135,49.467145839131646,52.76736639526277,51.350923921678586
1250,信息流,23503,583165.86,775500.63,941236.29,1170512.65,1221653.04,1238141.86,1266687.07,1564432.18,2019166.877,2193580.387,2611291.047,3197668.85,2022-11-08,0,11,1,0,0,3,0,autumn,1266687.07,-0.33109439965682136,-0.05432694498093606,1.3108458565031995,1.572681733662852,0.18564483652994715,0.021930754476966827,-1.3683057664094165,-1.3373760701257915,24022.0,26582.0,27073.0,24472.0,24165.0,21558.0,21616.0,24.812400970088923,26.9118803596703,24.7714481604093,32.06717622723747,28.857771003595946,28.348924518932343,30.43580990815474,31.57065321983716,34.6299046707185,35.81294259273192,43.66944416946773,45.73164767898006,46.605929691702876,50.777539474904906,52.76736639526277
1254,信息流,24527,711259.574,984052.54,1275024.59,1320026.3,1357601.22,1383763.36,1402216.536,1725022.139,2160957.449,2330835.329,2767668.435,3428304.225,2022-11-09,0,11,2,0,0,2,0,autumn,1402216.536,0.02425715329791693,-0.6085918907037885,-0.2878412521912054,1.294281357813058,1.5977275302787197,-0.009733762151393419,-0.19946487202299845,-1.810634264320309,23503.0,24022.0,26582.0,27073.0,24472.0,24165.0,21558.0,28.999044889305665,24.812400970088923,26.9118803596703,24.7714481604093,32.06717622723747,28.857771003595946,28.348924518932343,30.43580990815474,32.99581457686253,38.58241528598784,38.99823865773832,45.68891892291212,47.874819875776396,48.45322950548314,50.777539474904906
1258,信息流,30774,1112321.703,1809370.6,1876984.89,1927891.7,1977863.56,2010628.01,2031792.85,2447631.898,3026076.093,3234615.599,3810726.208,4666803.108,2022-11-10,0,11,3,0,0,1,0,autumn,2031792.85,2.2607172026224047,-0.48996699950685707,-0.9408555256762766,-0.7123290168072056,0.41489229861634336,0.6310898243479693,-0.5141846449554098,-0.6493631386409683,24527.0,23503.0,24022.0,26582.0,27073.0,24472.0,24165.0,36.14485289530123,28.999044889305665,24.812400970088923,26.9118803596703,24.7714481604093,32.06717622723747,28.857771003595946,28.348924518932343,40.12119460186733,40.04749563885461,44.882775788860215,44.81617447897074,50.47080752040779,52.3400593331154,48.45322950548314
1262,信息流,33241,1924447.712,2130888.582,2193895.333,2251321.723,2279325.033,2313193.683,2351326.023,2777332.343,3440331.057,3685410.661,4270317.861,5187401.561,2022-11-11,0,11,4,0,1,0,0,autumn,2351326.023,1.9658418747694093,1.2158929970400811,-0.6831465810608969,-0.9944346438070794,-0.8366626666925592,-0.0584425098271031,0.09081768432170116,-0.6998661547435532,30774.0,24527.0,23503.0,24022.0,26582.0,27073.0,24472.0,57.89379717818357,36.14485289530123,28.999044889305665,24.812400970088923,26.9118803596703,24.7714481604093,32.06717622723747,28.857771003595946,58.79543120816274,51.98453092510295,49.80269114581117,54.78928274082091,53.57409337145437,57.5425516196949,52.3400593331154
1266,信息流,31904,801828.3,990700.18,1065700.8,1126182.78,1172488.77,1221067.62,1265068.92,1714644.19,2293564.712,2490677.002,2998414.285,3814355.875,2022-11-12,0,11,5,0,0,0,0,autumn,1265068.92,1.1841372149483274,1.5610202611629111,0.8656047974296437,-0.8953438859678925,-1.1839962714007526,-1.0376968690182775,-0.31606590543612734,-0.17765934171783213,33241.0,30774.0,24527.0,23503.0,24022.0,26582.0,27073.0,25.13253197091274,57.89379717818357,36.14485289530123,28.999044889305665,24.812400970088923,26.9118803596703,24.7714481604093,32.06717622723747,64.10422616648115,60.99255507896276,53.81931340971175,51.978600178700596,56.74269919240697,55.17311827552479,57.5425516196949
1270,信息流,31776,805135.335,994745.993,1090692.243,1147997.593,1185681.843,1218544.723,1256009.843,1839235.033,2328961.663,2508227.123,3039580.409,3871017.699,2022-11-13,0,11,6,0,0,0,0,autumn,1256009.843,0.9227432545394052,0.9566357575936163,1.3106535434020556,0.657428504068159,-0.9966845160854088,-1.2678245405190973,-1.130401032041476,-0.4525509709572541,31904.0,33241.0,30774.0,24527.0,23503.0,24022.0,26582.0,25.337844127643503,25.13253197091274,57.89379717818357,36.14485289530123,28.999044889305665,24.812400970088923,26.9118803596703,24.7714481604093,31.05253823971916,65.99967910111008,62.646770000649894,55.35129530721246,52.68016253244267,57.61946444925485,55.17311827552479
1274,信息流,27119,723527.41,892977.94,992191.02,1024648.85,1070995.67,1112330.67,1140108.98,1560706.03,1971066.81,2097444.468,2510099.877,3177475.42,2022-11-14,0,11,0,0,0,0,0,autumn,1140108.98,-0.3304355521170834,0.9113141886206672,0.9454443081857159,1.3019440727050142,0.6441393464005198,-1.0215704733093207,-1.294611429829711,-1.156224460655802,31776.0,31904.0,33241.0,30774.0,24527.0,23503.0,24022.0,26.679723072384675,25.337844127643503,25.13253197091274,57.89379717818357,36.14485289530123,28.999044889305665,24.812400970088923,26.9118803596703,31.30494690961732,33.403360080240724,67.72725618964533,64.27060375641776,56.41796224568843,53.894697272688596,57.61946444925485
1278,信息流,27528,664939.73,851656.08,920087.5,991569.14,1038632.44,1075769.27,1101136.17,1593285.253,1963571.439,2106487.739,2530286.729,3122888.729,2022-11-15,0,11,1,0,0,0,0,autumn,1101136.17,-0.3723021621747906,-0.4923428277873167,0.874477171619857,0.9120449104912588,1.304451682921448,0.5803922157671647,-1.2530895399332034,-1.553631450904418,27119.0,31776.0,31904.0,33241.0,30774.0,24527.0,23503.0,24.155032330717813,26.679723072384675,25.337844127643503,25.13253197091274,57.89379717818357,36.14485289530123,28.999044889305665,24.812400970088923,32.928129355802206,34.324403417673715,35.29910920260782,68.56968902860925,65.33528335607981,57.170323969503,53.894697272688596
1282,信息流,28940,670205.84,834451.12,917374.0,970720.57,998275.18,1020867.95,1051273.7,1553506.81,1935443.45,2098458.15,2536286.97,3207688.402,2022-11-16,0,11,2,0,0,0,0,autumn,1051273.7,-0.1938755891814491,-0.7044884722296303,-0.8523926288632748,0.8316896631731131,0.8779775165939114,1.3614686105283436,0.46934256061342644,-1.7897216606344402,27528.0,27119.0,31776.0,31904.0,33241.0,30774.0,24527.0,23.1584602626123,24.155032330717813,26.679723072384675,25.337844127643503,25.13253197091274,57.89379717818357,36.14485289530123,28.999044889305665,30.93781168265039,36.58656366385191,36.12781951787513,36.75052563941826,69.58857083120243,66.02303405472152,57.170323969503
1286,信息流,27819,618001.52,787076.86,845830.22,890313.7,921603.54,953474.29,986375.3,1474252.148,1892511.74,2071452.22,2489680.52,3205085.14,2022-11-17,0,11,3,0,0,0,0,autumn,986375.3,-0.9482419911729005,-0.43438410387828624,-1.081634181362671,-1.2691166754781904,0.8656167599642883,0.9242909879515414,1.537161634974645,0.4063075690015734,28940.0,27528.0,27119.0,31776.0,31904.0,33241.0,30774.0,22.215087530105325,23.1584602626123,24.155032330717813,26.679723072384675,25.337844127643503,25.13253197091274,57.89379717818357,36.14485289530123,28.833832757429164,33.42369587329265,37.78343043622552,37.31375387084592,38.27318267301906,70.73571863060678,66.02303405472152
1290,信息流,27516,625444.911,749548.021,797886.521,835435.941,879357.271,918941.751,947460.861,1478428.251,1880533.041,2031705.563,2443721.361,3075493.711,2022-11-18,0,11,4,0,0,0,0,autumn,947460.861,-0.8615912500454205,-0.7286929242350418,-0.23701297957024198,-0.8563279500133263,-1.035718759440537,1.0068802613480208,1.0630221283570256,1.649441473599521,27819.0,28940.0,27528.0,27119.0,31776.0,31904.0,33241.0,22.730226450065416,22.215087530105325,23.1584602626123,24.155032330717813,26.679723072384675,25.337844127643503,25.13253197091274,57.89379717818357,28.292780473776915,31.699170697995854,36.020384335948854,39.49244699288322,38.34795830186304,39.65236083249749,70.73571863060678
1294,信息流,29133,643778.54,790257.04,854480.9,889856.31,924382.76,945726.86,964908.73,1537900.94,1952569.2,2111397.72,2529380.57,3236084.77,2022-11-19,0,11,5,0,0,0,0,autumn,964908.73,0.0931328987033064,-0.813388679645807,-0.6435209998438395,-0.015066646517088696,-0.8066612467823626,-1.0359545835447543,1.5748499868769035,1.6466092707536422,27516.0,27819.0,28940.0,27528.0,27119.0,31776.0,31904.0,22.097914392613188,22.730226450065416,22.215087530105325,23.1584602626123,24.155032330717813,26.679723072384675,25.337844127643503,25.13253197091274,27.24044268789068,30.404767245407815,33.54252142363511,37.73003632664923,41.01665511265164,39.52699656973817,39.65236083249749
1298,信息流,30962,643039.844,819832.084,869434.854,919333.364,955757.924,1017730.834,1053891.984,1607677.234,2041496.184,2225139.104,2685262.744,3462468.054,2022-11-20,0,11,6,0,0,0,0,autumn,1053891.984,1.3136133849945513,0.17649032700246264,-0.8288284180895041,-0.6404477255954621,0.0564986647867857,-0.8213677966045916,-1.0756506455486945,1.819692209054453,29133.0,27516.0,27819.0,28940.0,27528.0,27119.0,31776.0,20.76867915509334,22.097914392613188,22.730226450065416,22.215087530105325,23.1584602626123,24.155032330717813,26.679723072384675,25.337844127643503,27.12583805306697,28.997184220090126,32.003799561450805,34.494650310988256,39.07909292356873,42.0409668498101,39.52699656973817
