,dim_ad_channel_level1,install_deviceid_cnt,day1_ltv_sum,day2_ltv_sum,day3_ltv_sum,day4_ltv_sum,day5_ltv_sum,day6_ltv_sum,day7_ltv_sum,day30_ltv_sum,day60_ltv_sum,day90_ltv_sum,day180_ltv_sum,day360_ltv_sum,dt,diff_0,month,weekday,is_holiday,is_promo,days_to_next_promo,days_past_last_promo,season,day7_ltv_label,install_deviceid_cnt_zscore,lag_1_install_cnt_zscore,lag_2_install_cnt_zscore,lag_3_install_cnt_zscore,lag_4_install_cnt_zscore,lag_5_install_cnt_zscore,lag_6_install_cnt_zscore,lag_7_install_cnt_zscore,lag_1_install_cnt,lag_2_install_cnt,lag_3_install_cnt,lag_4_install_cnt,lag_5_install_cnt,lag_6_install_cnt,lag_7_install_cnt,avg_day1_ltv,lag_1_avg_day1_ltv,lag_2_avg_day1_ltv,lag_3_avg_day1_ltv,lag_4_avg_day1_ltv,lag_5_avg_day1_ltv,lag_6_avg_day1_ltv,lag_7_avg_day1_ltv,lag_1_contrib_ltv,lag_2_contrib_ltv,lag_3_contrib_ltv,lag_4_contrib_ltv,lag_5_contrib_ltv,lag_6_contrib_ltv,lag_7_contrib_ltv
2738,信息流,31897,664186.91,855210.84,960775.67,1042171.45,1099400.59,1140407.31,1181255.85,1744463.4,2157333.34,2443707.407,2926519.238,3721055.288,2023-11-15,0,11,2,0,0,0,0,autumn,1181255.85,-0.8563169598990836,-0.49934785378598656,0.24825470474624695,1.3626716027452306,1.8804991183301103,-0.5450805506545684,-0.8085199399079617,-0.7821601215739874,34145.0,38853.0,45871.0,49132.0,33857.0,32198.0,32364.0,20.822864532714675,19.298886308390685,24.935871026690346,25.704799459353403,54.98752735488073,34.464911126207284,25.176011118703027,25.45538162773452,25.094705608434616,32.396409209070086,36.425844847507136,66.02948534559961,67.04905827450749,57.727680166469966,55.27222475590162
2742,信息流,31900,629751.118,850815.538,947654.928,1008305.628,1066356.298,1103096.648,1142640.178,1668506.868,2064986.568,2386421.089,2832232.589,3566598.087,2023-11-16,0,11,3,0,0,0,0,autumn,1142640.178,-0.8403508254200904,-0.84082367421877,-0.4865023077415022,0.25555507365306057,1.361706030030937,1.8756926741956925,-0.5318957924147465,-0.7933811780845808,31897.0,34145.0,38853.0,45871.0,49132.0,33857.0,32198.0,19.74141435736677,20.822864532714675,19.298886308390685,24.935871026690346,25.704799459353403,54.98752735488073,34.464911126207284,25.176011118703027,26.811638712104585,28.511954400351442,34.31229884436208,38.18257175557542,67.03804921436131,68.1409863839088,57.727680166469966
2746,信息流,28217,652910.05,822475.55,893647.65,973831.169,1022979.209,1064662.149,1103685.959,1612586.176,1999092.636,2244742.668,2662502.47,3385978.753,2023-11-17,0,11,4,0,0,0,0,autumn,1103685.959,-1.2423836826672434,-0.7051406272177357,-0.7055782403500594,-0.3776601331954319,0.3091007424647046,1.3328237300141603,1.8085092048501215,-0.41967099389851586,31900.0,31897.0,34145.0,38853.0,45871.0,49132.0,33857.0,23.138889676436193,19.74141435736677,20.822864532714675,19.298886308390685,24.935871026690346,25.704799459353403,54.98752735488073,34.464911126207284,26.671333479623822,30.121192275135595,31.065265866159027,35.801741101073276,39.59894752675982,67.84994675567857,68.1409863839088
2750,信息流,32143,691147.191,862682.946,950589.983,1024063.443,1067848.213,1130370.183,1173998.011,1754894.464,2204871.684,2494241.993,2984320.555,3790870.074,2023-11-18,0,11,5,0,0,0,0,autumn,1173998.011,-0.6281395782653805,-1.1915887093032245,-0.6630142952399593,-0.6634448473013738,-0.3408178359480693,0.334861865765168,1.3420666547676106,1.810076745525229,28217.0,31900.0,31897.0,34145.0,38853.0,45871.0,49132.0,21.50226148772672,23.138889676436193,19.74141435736677,20.822864532714675,19.298886308390685,24.935871026690346,25.704799459353403,54.98752735488073,29.148228018570368,29.707051034482756,32.67302410885036,32.59221388197393,37.0624527578308,41.063675350439276,67.84994675567857
2754,信息流,33157,693920.871,878557.741,994683.493,1070042.024,1146440.364,1226869.714,1285931.814,1904365.404,2396132.741,2726101.565,3254367.453,4129727.013,2023-11-19,0,11,6,0,0,0,0,autumn,1285931.814,-0.2673943272517757,-0.4659028641481246,-1.2344871993109114,-0.5134744365996166,-0.5140617399632151,-0.07397575283994856,0.8476989924342236,2.221597327679368,32143.0,28217.0,31900.0,31897.0,34145.0,38853.0,45871.0,20.928337032904064,21.50226148772672,23.138889676436193,19.74141435736677,20.822864532714675,19.298886308390685,24.935871026690346,25.704799459353403,26.83890570264132,31.670540808732326,31.608326896551723,34.46720976894379,33.66312236052131,37.74571788536278,41.063675350439276
2758,信息流,29426,634708.58,821068.29,920646.61,984710.76,1041257.54,1085894.23,1114982.07,1686843.515,2115962.165,2395067.014,2815381.174,3643462.878,2023-11-20,0,11,0,0,0,0,0,autumn,1114982.07,-1.012805678919607,0.22970249635340698,-0.10798265232706374,-1.415430279269399,-0.18890719979191026,-0.1899062682791306,0.5587290514779681,2.1266005307557356,33157.0,32143.0,28217.0,31900.0,31897.0,34145.0,38853.0,21.56965200842792,20.928337032904064,21.50226148772672,23.138889676436193,19.74141435736677,20.822864532714675,19.298886308390685,24.935871026690346,26.49690083541937,29.573779143203808,34.512214941347416,33.42809711598746,35.75280778756623,35.116673100014644,37.74571788536278
2762,信息流,27660,577118.903,735966.943,824850.993,890660.503,931662.353,972887.823,997123.823,1550601.203,1941639.213,2208009.437,2648579.639,3374788.744,2023-11-21,0,11,1,0,0,0,0,autumn,997123.823,-1.547434809841046,-0.7455951255045598,0.9484387715845853,0.4880393152328316,-1.2945329388470352,0.3777069011367013,0.3763447725676133,1.3970331136709095,29426.0,33157.0,32143.0,28217.0,31900.0,31897.0,34145.0,20.864747035430227,21.56965200842792,20.928337032904064,21.50226148772672,23.138889676436193,19.74141435736677,20.822864532714675,19.298886308390685,27.902816896622035,29.99920056096752,31.859609961733504,36.2540032250062,34.57983222570533,37.03344671912719,35.116673100014644
2766,信息流,28564,639309.4,818307.509,914756.779,955594.459,1002452.959,1051800.539,1084879.379,1642483.659,2129597.059,2399583.607,2889195.644,3647265.112,2023-11-22,0,11,2,0,0,0,0,autumn,1084879.379,-0.907287824977213,-1.3613084138393223,-0.4743611130312636,1.3994782863542785,0.8902118293784169,-1.0815634271178678,0.7681686843634915,0.7666619788694801,27660.0,29426.0,33157.0,32143.0,28217.0,31900.0,31897.0,22.381648228539422,20.864747035430227,21.56965200842792,20.928337032904064,21.50226148772672,23.138889676436193,19.74141435736677,20.822864532714675,26.607626283441792,31.286841908516276,32.27197949151009,33.221796752014434,37.73123113725768,35.81944131661442,37.03344671912719
2770,信息流,28781,595220.915,771471.795,850527.435,894024.285,938983.565,986592.775,1021982.285,1545400.035,1995237.925,2233650.096,2637206.166,3292140.544,2023-11-23,0,11,3,0,0,0,0,autumn,1021982.285,-0.6125875171967232,-0.7233637598897973,-1.1848463561779954,-0.2833217267034845,1.6213149621806608,1.1036785101494295,-0.9005036502791831,0.9796295379170932,28564.0,27660.0,29426.0,33157.0,32143.0,28217.0,31900.0,20.681036621382162,22.381648228539422,20.864747035430227,21.56965200842792,20.928337032904064,21.50226148772672,23.138889676436193,19.74141435736677,28.648211349950987,29.821077114967462,33.46396927886903,34.57611858732696,35.16691606259528,39.11422046992948,35.81944131661442
2774,信息流,28238,622164.18,799097.98,872335.57,956522.56,993578.26,1048269.35,1095488.27,1699004.995,2160745.505,2428191.344,2860893.719,3644343.479,2023-11-24,0,11,4,0,0,0,0,autumn,1095488.27,-0.6824085702111476,-0.39410057283736577,-0.5093175809959489,-0.9892999559976042,-0.0516352720895033,1.9293539327016205,1.3909666226887019,-0.6935586032587525,28781.0,28564.0,27660.0,29426.0,33157.0,32143.0,28217.0,22.032869891635386,20.681036621382162,22.381648228539422,20.864747035430227,21.56965200842792,20.928337032904064,21.50226148772672,23.138889676436193,26.804898891629897,32.02481371656631,32.20030741142444,35.38562971521784,37.00183110655367,36.52422023457673,39.11422046992948
2778,信息流,28129,642647.223,780595.333,873335.163,932262.483,1002278.473,1034371.103,1083242.093,1656795.393,2124586.193,2376439.432,2833142.791,3577432.484,2023-11-25,0,11,5,0,0,0,0,autumn,1083242.093,-0.7313983760199678,-0.6737642368649513,-0.3866510482303282,-0.5013905729701316,-0.9793838004576073,-0.04560499543229512,1.9271745750940015,1.3910184548812798,28238.0,28781.0,28564.0,27660.0,29426.0,33157.0,32143.0,22.84642976998827,22.032869891635386,20.681036621382162,22.381648228539422,20.864747035430227,21.56965200842792,20.928337032904064,21.50226148772672,28.29867483532828,29.551698516382338,33.454504236101386,33.682659182935645,36.90254298919323,38.783117109509305,36.52422023457673
2782,信息流,29501,662368.093,835382.493,910927.923,960715.763,1024547.993,1086654.273,1130596.413,1751465.31,2252301.4,2485892.82,2903135.996,3719270.586,2023-11-26,0,11,6,0,0,0,0,autumn,1130596.413,0.19773524751307345,-0.6527122747061641,-0.58514756630828,-0.24856374373900456,-0.3830733008247003,-0.9434264787300871,0.15124576925764865,2.463942347537514,28129.0,28238.0,28781.0,28564.0,27660.0,29426.0,33157.0,22.45239459679333,22.84642976998827,22.032869891635386,20.681036621382162,22.381648228539422,20.864747035430227,21.56965200842792,20.928337032904064,27.750553983433466,30.892257596147033,31.06300284910184,35.09497825934743,35.17309555314534,37.89105111126215,38.783117109509305
2786,信息流,27476,616067.86,781225.68,863935.626,928532.026,989426.426,1049883.834,1092616.914,1736482.416,2259679.936,2530408.258,3000774.256,3735581.549,2023-11-27,0,11,0,0,0,0,0,autumn,1092616.914,-1.4269316924626556,1.474573694495424,-0.49128575780407485,-0.3351059616665782,0.44292733468810686,0.13200058457951264,-1.16328873384523,1.367110532015495,29501.0,28129.0,28238.0,28781.0,28564.0,27660.0,29426.0,22.422035958654824,22.45239459679333,22.84642976998827,22.032869891635386,20.681036621382162,22.381648228539422,20.864747035430227,21.56965200842792,28.317090708789532,31.04750126204273,33.87359444719881,32.62511952329662,36.822592739112174,36.04930668835864,37.89105111126215
2790,信息流,23655,517812.2,676798.03,769672.12,834864.23,882303.12,921399.94,968683.07,1511221.168,1970390.386,2145107.415,2526459.194,3172906.199,2023-11-28,0,11,1,0,0,0,0,autumn,968683.07,-2.4682470216743884,-0.16543372175549254,1.0549789797194524,0.2281117074114897,0.2938030577624867,0.6210544636394719,0.49027443587647784,-0.054541900979497536,27476.0,29501.0,28129.0,28238.0,28781.0,28564.0,27660.0,21.89017966603255,22.422035958654824,22.45239459679333,22.84642976998827,22.032869891635386,20.681036621382162,22.381648228539422,20.864747035430227,28.433020818168586,30.877865936747906,33.14239692132674,35.18585806360224,34.279308397901396,37.98065323484106,36.04930668835864
2794,信息流,23174,484721.075,651267.815,740319.435,795650.115,828030.068,867219.038,902674.128,1383179.138,1785789.128,1947406.038,2287636.585,2905342.026,2023-11-29,0,11,2,0,0,0,0,autumn,902674.128,-1.7859648577390659,-1.5720448934553106,0.1273068394516112,1.0279054416857165,0.4177220924189548,0.4661987579219264,0.7076926053358124,0.6111840143803552,23655.0,27476.0,29501.0,28129.0,28238.0,28781.0,28564.0,20.91659079140416,21.89017966603255,22.422035958654824,22.45239459679333,22.84642976998827,22.032869891635386,20.681036621382162,22.381648228539422,28.611203973789898,31.443282355510267,32.565532117555335,35.63150033772975,37.12264855867979,35.50892203189604,37.98065323484106
2798,信息流,26762,529988.558,684743.718,754832.478,786849.048,833037.378,870629.668,891536.018,1392994.528,1804382.408,1961433.465,2312364.567,2938810.234,2023-11-30,0,11,3,0,0,0,0,autumn,891536.018,-0.09250688686781669,-1.7315918749257244,-1.5118594671063672,0.23366554386611477,1.1587344125442818,0.531971702506531,0.5817655329687139,0.8298210370142668,23174.0,23655.0,27476.0,29501.0,28129.0,28238.0,28781.0,19.803772438532246,20.91659079140416,21.89017966603255,22.422035958654824,22.45239459679333,22.84642976998827,22.032869891635386,20.681036621382162,28.10338374902908,32.537396744874236,33.79429414761974,34.72926317751941,36.77240936400156,38.794825058431904,35.50892203189604
2802,信息流,25083,546382.553,687406.615,738494.635,788236.335,830062.395,882478.905,916942.645,1454256.555,1928173.428,2089725.061,2437437.571,3077543.24,2023-12-01,0,12,4,0,0,0,0,winter,916942.645,-0.6611392125659743,0.12100116995878939,-1.5504221132448153,-1.326354499192158,0.4536088132718813,1.3969288100632133,0.75780039742237,0.8085766342866936,26762.0,23174.0,23655.0,27476.0,29501.0,28129.0,28238.0,21.782982617709205,19.803772438532246,20.91659079140416,21.89017966603255,22.422035958654824,22.45239459679333,22.84642976998827,22.032869891635386,25.58641798071893,31.94612216276862,35.293351511308394,36.01057017033047,36.8344894410359,38.50979746880444,38.794825058431904
2806,信息流,26445,592344.242,753772.314,854915.407,913706.117,963958.901,999102.941,1050123.931,1617192.821,2003128.344,2143410.132,2511725.297,3147744.483,2023-12-02,0,12,5,0,0,10,0,winter,1050123.931,0.08160384654602927,-0.584430244813922,0.23662059174507813,-1.5179537987097713,-1.2827391159314039,0.5857750273038191,1.5760239516826011,0.9050997421775696,25083.0,26762.0,23174.0,23655.0,27476.0,29501.0,28129.0,22.399101607109092,21.782982617709205,19.803772438532246,20.91659079140416,21.89017966603255,22.422035958654824,22.45239459679333,22.84642976998827,27.40527907347606,28.2053836783499,34.33374104599983,37.298800253646164,38.210941694569804,38.32400301684689,38.50979746880444
2810,信息流,27570,563414.29,696042.77,777346.09,834499.76,882729.74,936538.83,994568.39,1676625.58,2133709.25,2291090.151,2725557.595,3414105.052,2023-12-03,0,12,6,0,0,9,0,winter,994568.39,0.6845386195598193,0.11901194652527058,-0.5656523456285564,0.2783647957270056,-1.5252882734711817,-1.2834942026004101,0.6372857242129326,1.6552337356751203,26445.0,25083.0,26762.0,23174.0,23655.0,27476.0,29501.0,20.435774029742475,22.399101607109092,21.782982617709205,19.803772438532246,20.91659079140416,21.89017966603255,22.422035958654824,22.45239459679333,28.50339625638117,29.442037834389826,29.401728121963977,35.73099456287218,38.95159332065102,39.76622921822682,38.32400301684689
2814,信息流,25520,492740.03,663748.08,731893.17,795825.95,839961.1,885812.21,961981.99,1580150.26,2030388.54,2176799.496,2599592.232,3266891.705,2023-12-04,0,12,0,0,0,8,0,winter,961981.99,-0.12270064611699073,1.1968341711411392,0.472699210450702,-0.4039868486251872,0.6767443504852518,-1.6327634174767822,-1.323155492061582,1.1363286722034494,27570.0,26445.0,25083.0,26762.0,23174.0,23655.0,27476.0,19.307994905956114,20.435774029742475,22.399101607109092,21.782982617709205,19.803772438532246,20.91659079140416,21.89017966603255,22.422035958654824,25.24638266231411,32.32805471733787,31.425121994976674,31.12762043195576,37.422069474410975,40.95045740858169,39.76622921822682
2818,信息流,24716,522238.211,686282.85,751582.91,811302.05,872413.48,925181.38,989488.1,1498271.6,1919332.552,2045889.234,2425924.366,3025599.87,2023-12-05,0,12,1,0,0,7,0,winter,989488.1,-0.4560967748758248,0.10838551413731838,1.5476749326409793,0.757820983462141,-0.19842886434370596,0.9803842740307559,-1.538723254550286,-1.201016810501378,25520.0,27570.0,26445.0,25083.0,26762.0,23174.0,23655.0,21.129560244376112,19.307994905956114,20.435774029742475,22.399101607109092,21.782982617709205,19.803772438532246,20.91659079140416,21.89017966603255,26.008937304075232,28.19536053681538,34.55118612214029,33.092628274129886,32.532309543382404,38.95202071286787,40.95045740858169
2822,信息流,24482,456717.915,610674.605,683732.865,769992.525,848504.495,913561.774,1022321.154,1471570.684,1885734.934,2008899.971,2372397.005,2943368.623,2023-12-06,0,12,2,0,0,6,0,winter,1022321.154,-0.7461438148407966,-0.5692464970365956,0.03855454362399253,1.5882960030197706,0.7378281289611119,-0.29180497723257093,0.9774710765847517,-1.7349544630796638,24716.0,25520.0,27570.0,26445.0,25083.0,26762.0,23174.0,18.6552534515154,21.129560244376112,19.307994905956114,20.435774029742475,22.399101607109092,21.782982617709205,19.803772438532246,20.91659079140416,27.766744214274155,28.67919945141066,30.268398984403337,36.4514615617319,35.182350795359405,33.31350489500038,38.95202071286787
2826,信息流,25026,468282.949,607525.579,711297.669,797227.679,872976.618,1020221.618,1044732.118,1514768.958,1969720.564,2110801.35,2469167.857,3103103.668,2023-12-07,0,12,3,0,0,5,0,winter,1044732.118,-0.6544029994802963,-1.1821942992835301,-0.9551664240005214,-0.17512192943838914,1.8137974907760028,0.7223173211461535,-0.5991013375523839,1.0298721778329645,24482.0,24716.0,25520.0,27570.0,26445.0,25083.0,26762.0,18.711857628066813,18.6552534515154,21.129560244376112,19.307994905956114,20.435774029742475,22.399101607109092,21.782982617709205,19.803772438532246,24.943820153582223,30.40875991260722,31.184402429467085,32.017763511062746,37.78040994516922,36.5563387553323,33.31350489500038
2830,信息流,26453,498119.2,694716.38,804807.41,876760.81,1041438.09,1080053.76,1108335.15,1610683.71,2076397.595,2222387.425,2618719.344,3242418.96,2023-12-08,0,12,4,0,0,4,0,winter,1108335.15,0.7947869287466656,-0.6388183135620616,-1.185336359683959,-0.9502532295506428,-0.14253170550283858,1.9169572550668115,0.7867498986566377,-0.5815544741706128,25026.0,24482.0,24716.0,25520.0,27570.0,26445.0,25083.0,18.830348164669413,18.711857628066813,18.6552534515154,21.129560244376112,19.307994905956114,20.435774029742475,22.399101607109092,21.782982617709205,24.275776352593304,27.927982395229147,32.82497370124616,32.91383620689655,33.96948966267682,39.709734581206284,36.5563387553323
2834,信息流,30429,667760.767,895245.937,1034250.857,1269493.947,1317348.567,1340780.017,1383497.837,2025016.781,2512315.426,2676820.165,3087812.055,3916981.582,2023-12-09,0,12,5,0,0,3,0,winter,1383497.837,2.2417824999956957,0.06720356797583998,-0.7132602489236404,-1.010788151091347,-0.8828073990559733,-0.44307866129340684,0.6781202347429875,0.0628281576498443,26453.0,25026.0,24482.0,24716.0,25520.0,27570.0,26445.0,21.944880442998453,18.830348164669413,18.711857628066813,18.6552534515154,21.129560244376112,19.307994905956114,20.435774029742475,22.399101607109092,26.26229085547953,28.422347518580676,31.451373458050814,35.29751901602201,34.71050979623824,36.07429778745013,39.709734581206284
2838,信息流,34538,765487.196,1055438.676,1372895.326,1418746.306,1474632.776,1532948.366,1589840.016,2286004.366,2912696.735,3113149.275,3610036.087,4473123.365,2023-12-10,0,12,6,0,0,2,0,winter,1589840.016,2.195942790749576,0.9420773848520589,-0.27120293976427806,-0.7066533983225056,-0.8726555352921453,-0.8012502043162341,-0.5559088107066932,0.06965071280022106,30429.0,26453.0,25026.0,24482.0,24716.0,25520.0,27570.0,22.163622560657824,21.944880442998453,18.830348164669413,18.711857628066813,18.6552534515154,21.129560244376112,19.307994905956114,20.435774029742475,29.4208135988695,30.42405058027445,31.855976943978263,34.658299771260516,37.432488266709825,37.69521904388715,36.07429778745013
2842,信息流,37037,773410.26,1220887.655,1291512.255,1366986.955,1439931.945,1489011.714,1519035.864,2261710.124,2894006.422,3092596.802,3616054.137,4532554.061,2023-12-11,0,12,0,0,0,1,0,winter,1519035.864,1.8538271746403803,1.3095623552643545,0.4146507334892082,-0.45129441330514114,-0.7620850884750446,-0.880564504937853,-0.8296009324152479,-0.6544953242606562,34538.0,30429.0,26453.0,25026.0,24482.0,24716.0,25520.0,20.882097902097904,22.163622560657824,21.944880442998453,18.830348164669413,18.711857628066813,18.6552534515154,21.129560244376112,19.307994905956114,30.55876646013087,33.98898606592395,33.14409745586512,34.88278662191321,37.315651253982516,40.03431380482279,37.69521904388715
2846,信息流,39404,1305104.837,1461588.867,1567440.317,1646837.297,1725652.847,1772982.117,1824457.685,2663910.965,3337958.277,3602345.493,4115537.8,5054740.292,2023-12-12,0,12,1,0,1,0,0,winter,1824457.685,1.6230716089174597,1.2028973845957376,0.7592913911103197,0.029888819188918454,-0.675904470166032,-0.9292160958978012,-1.0257833869966677,-0.9842452507519346,37037.0,34538.0,30429.0,26453.0,25026.0,24482.0,24716.0,33.12112569789869,20.882097902097904,22.163622560657824,21.944880442998453,18.830348164669413,18.711857628066813,18.6552534515154,21.129560244376112,32.963999648999646,39.750284498233825,41.719870748299314,39.369375496163,40.76646759370255,41.75807344171228,40.03431380482279
2850,信息流,31161,615656.001,802541.221,914028.705,976292.655,1008236.935,1051382.105,1101212.845,1746289.125,2242916.726,2466265.37,2907035.782,3529575.82,2023-12-13,0,12,2,0,0,0,0,winter,1101212.845,0.01811945501535759,1.594464232763037,1.1418125174981144,0.6639178675416118,-0.12186409191067678,-0.8822118823176613,-1.1551033050819386,-1.259134793507844,39404.0,37037.0,34538.0,30429.0,26453.0,25026.0,24482.0,19.757260710503516,33.12112569789869,20.882097902097904,22.163622560657824,21.944880442998453,18.830348164669413,18.711857628066813,18.6552534515154,37.0923984113288,34.87086575586575,41.077836180438936,43.2925356403431,40.82915964162855,41.74586901622313,41.75807344171228
2854,信息流,29821,572121.045,777543.305,867005.485,915143.785,972376.191,1018064.738,1056823.028,1675886.638,2096220.16,2281804.242,2681375.288,3343757.288,2023-12-14,0,12,3,0,0,0,0,winter,1056823.028,-0.4108302916812536,-0.12299938345152754,1.64759030053178,1.1391606290543461,0.6023774651244315,-0.2802323870516466,-1.134273947589998,-1.4407923849361317,31161.0,39404.0,37037.0,34538.0,30429.0,26453.0,25026.0,19.185173032426814,19.757260710503516,33.12112569789869,20.882097902097904,22.163622560657824,21.944880442998453,18.830348164669413,18.711857628066813,25.75466836751067,39.77871071464826,36.9086846936847,42.69595158955354,44.06257244733642,41.89827807810078,41.74586901622313
2858,信息流,29806,642335.326,855776.337,999507.347,1069575.937,1119197.477,1173012.797,1214566.827,1853690.417,2296177.837,2480625.487,2904385.665,3593116.073,2023-12-15,0,12,4,0,0,10,0,winter,1214566.827,-0.6282024387838965,-0.6244707278461178,-0.291104550737887,1.759594999936103,1.1707310139546236,0.5490279717206917,-0.4732120445014877,-1.4623642237420293,29821.0,31161.0,39404.0,37037.0,34538.0,30429.0,26453.0,21.55053767697779,19.185173032426814,19.757260710503516,33.12112569789869,20.882097902097904,22.163622560657824,21.944880442998453,18.830348164669413,26.073683142751754,29.332457398671416,41.79365792812912,38.878201393201394,44.384398807111005,45.466424693548916,41.89827807810078
2862,信息流,34956,732560.123,943268.703,1046388.463,1102808.063,1187710.893,1244688.173,1302383.923,1999655.863,2485968.635,2714483.121,3218801.585,4054669.724,2023-12-16,0,12,5,0,0,9,0,winter,1302383.923,0.45921885187251593,-1.054850986247495,-1.0504410740976309,-0.6564889220431037,1.7669048013788864,1.0710206641303301,0.3363292999629694,-0.8716926349564723,29806.0,29821.0,31161.0,39404.0,37037.0,34538.0,30429.0,20.956634712209635,21.55053767697779,19.185173032426814,19.757260710503516,33.12112569789869,20.882097902097904,22.163622560657824,21.944880442998453,28.711545896799304,29.07365564535059,31.330594493116397,43.793849533042334,40.20335648135648,46.031617812264756,45.466424693548916
2866,信息流,35866,774338.663,1001608.652,1126229.632,1208789.352,1291025.242,1375527.552,1460354.902,2265007.862,2791288.546,3021768.805,3549138.507,4427175.097,2023-12-17,0,12,6,0,0,8,0,winter,1460354.902,0.546091226649294,0.26883729471492895,-1.3002371552432905,-1.2956670354861308,-0.8874030038465164,1.624030140038067,0.9028652423582406,0.14148329081540742,34956.0,29806.0,29821.0,31161.0,39404.0,37037.0,34538.0,21.589769224335022,20.956634712209635,21.55053767697779,19.185173032426814,19.757260710503516,33.12112569789869,20.882097902097904,22.163622560657824,26.98445768966701,33.53376323559015,30.687897287146644,32.35573104200764,44.99497809867019,41.014009342009345,46.031617812264756
2870,信息流,34562,764840.888,1024973.788,1144110.728,1232659.588,1305495.152,1383265.572,1429426.112,2206875.502,2696965.03,2904797.95,3366348.544,4155712.819,2023-12-18,0,12,0,0,0,7,0,winter,1429426.112,0.14786190604310923,0.5451051210422634,0.2678878467713813,-1.3009791449814132,-1.2964096294714536,-0.8881995772483964,1.6229015126580666,0.9018319651864425,35866.0,34956.0,29806.0,29821.0,31161.0,39404.0,37037.0,22.12953208726347,21.589769224335022,20.956634712209635,21.55053767697779,19.185173032426814,19.757260710503516,33.12112569789869,20.882097902097904,27.92641086265544,29.934445102414465,35.88458488223847,32.60709536903524,33.7403197907641,46.301331971373465,41.014009342009345
2874,信息流,37267,713218.92,958970.92,1088914.4,1200134.02,1263889.26,1320085.85,1381492.8,2202274.07,2641887.882,2843634.732,3283057.099,4133696.566,2023-12-19,0,12,1,0,0,6,0,winter,1381492.8,0.9553688023751036,0.13798134800443812,0.5320195145476351,0.257038892190036,-1.2991701244491238,-1.2946374768278448,-0.8897209559935779,1.6011200001533337,34562.0,35866.0,34956.0,29806.0,29821.0,31161.0,39404.0,19.138082485845388,22.12953208726347,21.589769224335022,20.956634712209635,21.55053767697779,19.185173032426814,19.757260710503516,33.12112569789869,29.656090156819626,31.40103808620978,31.54846272456803,37.549402033147686,34.13918842426478,35.33945781585957,46.301331971373465
2878,信息流,38965,690620.354,939861.754,1069209.824,1163902.254,1230905.494,1296787.274,1381515.654,2201872.974,2653440.322,2883185.629,3323232.816,4110932.199,2023-12-20,0,12,2,0,0,5,0,winter,1381515.654,1.5245683155773826,0.9978174762548887,0.1586767104319526,0.563201501054174,0.280902759132225,-1.316721989107376,-1.3120687131416298,-0.896376060201617,37267.0,34562.0,35866.0,34956.0,29806.0,29821.0,31161.0,17.724120467085847,19.138082485845388,22.12953208726347,21.589769224335022,20.956634712209635,21.55053767697779,19.185173032426814,19.757260710503516,25.7324421069579,33.10314009605925,33.70293180170635,33.977311277033984,39.35492172716903,35.438886288186175,35.33945781585957
2882,信息流,36555,752130.41,958808.9,1077132.45,1147694.79,1218418.62,1289533.83,1345080.52,2134293.319,2555783.012,2755590.501,3240587.739,4053995.495,2023-12-21,0,12,3,0,0,4,0,winter,1345080.52,0.5883563723194456,1.3630805123494218,0.8172375290419945,-0.05231798912443096,0.366868848468552,0.07433815659001328,-1.5811926820632554,-1.576370747581741,38965.0,37267.0,34562.0,35866.0,34956.0,29806.0,29821.0,20.575308712898373,17.724120467085847,19.138082485845388,22.12953208726347,21.589769224335022,20.956634712209635,21.55053767697779,19.185173032426814,24.12066608494803,29.219266375077144,35.66516949250622,35.99579663190766,35.60728266964183,40.7490715627726,35.438886288186175
2886,信息流,33490,799338.39,1026748.32,1154951.8,1247647.35,1329041.74,1386330.39,1458258.46,2205221.22,2584627.239,2793864.62,3307360.326,4080294.688,2023-12-22,0,12,4,0,0,3,0,winter,1458258.46,-0.6565947826128582,0.5318383811626849,1.4662996942782016,0.8079115989793854,-0.2409339827540059,0.2646832588653443,-0.08816312907453967,-2.0850410388442127,36555.0,38965.0,37267.0,34562.0,35866.0,34956.0,29806.0,23.86797223051657,20.575308712898373,17.724120467085847,19.138082485845388,22.12953208726347,21.589769224335022,20.956634712209635,21.55053767697779,26.22921351388319,27.440262389323753,32.203665977942954,37.77255806955616,38.351852785367754,37.25780761528779,40.7490715627726
2890,信息流,31574,743413.792,955681.902,1066460.162,1143728.532,1221440.302,1293338.952,1381244.162,2085803.672,2463688.548,2685523.637,3150678.452,3897951.554,2023-12-23,0,12,5,0,0,2,0,winter,1381244.162,-1.7827344239842202,-0.8909890579681602,0.5355242754552344,1.6571872880328464,0.8669035555196575,-0.39205845652284893,0.2148496631457013,-0.20868284367821027,33490.0,36555.0,38965.0,37267.0,34562.0,35866.0,34956.0,23.545125482992336,23.86797223051657,20.575308712898373,17.724120467085847,19.138082485845388,22.12953208726347,21.589769224335022,20.956634712209635,30.658355329949238,29.466077144029544,29.870454356473758,33.91443529127646,40.02272935594005,40.71697156080968,37.25780761528779
